title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget en $,Opening weekend USA en $,gross en $,Cumulate Worldwide Gross en $,runtime,sound Mix,Color,Aspect Ratio 
Place aux jeunes,8.2,xxx,7730,Comedy; Drama;,Leo McCarey,Viña Delmar,1h 31min,1937-10-7,USA,xxx,79,"At a family reunion, the Cooper clan find that their parents' home is being foreclosed. ""Temporarily,"" Ma moves in with son George's family, Pa with daughter Cora. But the parents are like sand in the gears of their middle-aged children's well regulated households. Can the old folks take matters into their own hands?",xxx,xxx,6416,6416,91 min,xxx,xxx,xxx
Je suis un évadé,8.2,xxx,11950,Crime; Drama; F,Mervyn LeRoy,Robert E. Burns,1h 32min,1933-02-3,USA,xxx,443,"Having returned from fighting in World War I, James Allen doesn't want to settle into a humdrum life and decides to set off to find his fortune. He travels the length and breadth of America, working as a skilled tradesman in the construction industry. When times get tough however, he finds himself living in a shelter where an acquaintance suggests they go out for a hamburger. What the friend really has in mind is to rob the diner and Allen soon finds himself working on a chain gang with a long jail sentence. Allen manages to escape however and heads to Chicago where over several years he slowly but surely works his way up the ladder to become one of the most respected construction engineers in the city. His past catches up with him and despite protestations from civic leaders and his many friends in Chicago, he finds himself again on the chain gang. Escaping for a second time, he accepts that to survive, he must lead a life of crime.",195845.0,xxx,xxx,xxx,92 min,xxx,xxx,xxx
Napoléon,8.2,xxx,7163,Biography; Dram,Abel Gance,Abel Gance,5h 30min,1927-04-7,France,xxx,70,"A massive six-hour biopic of Napoleon, tracing his career from his schooldays (where a snowball fight is staged like a military campaign), his flight from Corsica, through the French Revolution (where a real storm is intercut with a political storm) and the Terror, culminating in his triumphant invasion of Italy in 1797 (the film stops there because it was intended to be part one of six, but director Abel Gance never raised the money to make the other five). The film's legendary reputation is due to the astonishing range of techniques that Gance uses to tell his story, culminating in the final twenty-minute triptych sequence, which alternates widescreen panoramas with complex multiple- image montages projected simultaneously on three screens.",192712.0,xxx,39448,39448,330 min,xxx,xxx,xxx
La ruée vers l'or,8.2,xxx,103187,Adventure; Come,Charles Chaplin,Charles Chaplin,1h 35min,1925-10-9,USA,California; USA,207,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,923000.0,xxx,26916,26916,95 min,io: 1.33 : 1,xxx,xxx
Sherlock Junior,8.2,xxx,43598,Action; Comedy;,Buster Keaton,Jean C. Havez,45min,1924-10-28,USA,xxx,332,"A meek and mild projectionist, who also cleans up after screenings, would like nothing better than to be a private detective. He becomes engaged to a pretty girl but a ladies man known as the Sheik vies for her affection. He gets rid of the projectionist by stealing a pocket watch belonging to the girl's father - which he pawns to buy her an expensive box of candy. He then slips the pawn ticket into the projectionist's pocket and subsequently is found by the police. He doesn't have much luck but in his dreams, he the debonair and renowned detective Sherlock Jr. who faces danger and solves the crime. In real life, the girl solves crimes quickly.",xxx,xxx,977375,xxx,45 min,xxx,xxx,xxx
Portrait de la jeune fille en feu,8.1,95,71076,Drama; Romance,Céline Sciamma,Céline Sciamma,2h 2min,2019-09-18,France,Bretagne; France,403,"In 18th century France a young painter, Marianne, is commissioned to do the wedding portrait of Héloïse without her knowing. Therefore, Marianne must observe her model by day to paint her portrait at night. Day by day, the two women become closer as they share Héloïse's last moments of freedom before the impending wedding.",xxx,6734,3759854,10043341,122 min,or,Ratio: 1.85 : 1,xxx
Section 375,8.1,xxx,12759,Crime; Drama; M,Ajay Bahl,Manish Gupta,2h 4min,2019-11-8,India,xxx,213,"A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence.",xxx,xxx,129916,129916,124 min,xxx,xxx,xxx
Sonchiriya,8.1,xxx,9326,Action; Crime;,Abhishek Chaubey,Sudip Sharma,2h 23min,2019-03-1,India,xxx,188,"This is the story of a group of rebels in Chambal. The year is 1975. The Prime Minister, Indira Gandhi, has declared Emergency in the country. Man Singh (Manoj Bajpayee) meanwhile leads a gang in Chambal, a region that more or less is lawless. Vakil Singh (Ranvir Shorey) and Lakhna (Sushant Singh Rajput) are important members of this gang. Man Singh is in need of money to procure new arms. Based on a tip from Lacchu (Jaspal Sharma), he and his men descend to Brahmpuri village. A marriage is taking place in this hamlet where the groom is about to get a huge amount of gold and cash. Man Singh and his gang reaches the marriage venue in order to loot this wealth. However, the cops, led by Virender Gujjar (Ashutosh Rana) ambush the gang. In the tough fight, Man Singh and half of the gang get killed. Vakil, Lakhna and others escape. Vakil, now the leader of the gang, accuses Lakhna of betraying them and calling the cops. Lakhna is fed up of being a rebel and wants to surrender. Meanwhile, ...",xxx,6017,86765,914565,143 min,xxx,xxx,xxx
Arjun Reddy,8.1,xxx,21981,Action; Drama;,Sandeep Reddy Vanga,Sandeep Reddy Vanga,3h 2min,2017-08-25,India,xxx,137,"Arjun Reddy, a medico with anger management issues, gets into a brawl with another student and is asked to either apologize or leave college. Arjun prepares to leave but stays back after seeing a first year student, Preethi Shetty. Arjun, along with his friend Shiva, goes to first year class room and announces that he is in love with Preethi and she is exclusive to him. Preethi, although initially afraid of his nature, eventually reciprocates his feelings and their relationship grows stronger over the course of next 3 years. Preethi's father rejects him on the grounds of caste and arranges her marriage with someone else. Arjun protests in front of her house and gets arrested. His father ostracizes him from home for damaging family reputation. He gets an apartment flat with the help of his friend Shiva and joins as a house surgeon in a leading hospital. Unable to forget her, he becomes alcoholic and drug addict. He befriends one of his patients and a leading film star, Jia Sharma, and ...",342990.22,xxx,145522,145522,182 min,xxx,xxx,xxx
Le poirier sauvage,8.1,86,21880,Drama,Nuri Bilge Ceylan,Akin Aksu,3h 8min,2018-08-8,Qatar,Yenice; Çanakkale; Turkey,66,"Sinan is passionate about literature and has always wanted to be a writer. Returning to the village where he was born, he pours his heart and soul into scraping together the money he needs to be published, but his father's debts catch up with him.",xxx,492,34014,1696258,188 min,or,Ratio: 2.39 : 1,xxx
Pink,8.1,xxx,40543,Crime; Drama; T,Aniruddha Roy Chowdhury,Shoojit Sircar,2h 16min,2016-09-16,India,New Delhi; India,219,"Deepak is a lawyer suffering from bipolar disorder who experiences frequent mood swings. One night, Rajveer and his friends get drunk and try to molest Miss Arora and her two roommates leading to an accident. The film revolves around how Deepak fights the girls' case against these influential boys.",xxx,xxx,180180,180180,136 min,xxx,xxx,xxx
South Wind,8.1,xxx,10218,Crime; Drama; T,Milos Avramovic,Milos Avramovic,2h 10min,2018-10-23,Serbia,xxx,44,A young member of an underground gang in Belgrade puts himself and his family in danger when he crosses a mafia leader who works for the chief of police.,439130.16,xxx,2365712,2365712,130 min,xxx,xxx,xxx
Le peuple loup,8.1,87,21890,Animation; Adve,Tomm Moore,Will Collins,1h 43min,2020-10-30,France,Kilkenny; County Kilkenny; Ireland,178,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter, ROBYN, comes to Ireland with her father to wipe out the last pack. But when Robyn saves a wild native girl, MEBH, their friendship leads her to discover the world of the WOLFWALKERS.",12000000.0,xxx,229041,229041,103 min,io: 1.85 : 1,xxx,xxx
3 Billboards: Les panneaux de la vengeance,8.1,88,449920,Comedy; Crime;,Martin McDonagh,Martin McDonagh,1h 55min,2018-01-17,USA,Asheville; North Carolina; USA,1276,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",15000000.0,32216,54513740,160192267,115 min,Dolby Digital,Color,2.35 : 1
L'accusé,8.1,xxx,152618,Crime; Drama; M,Oriol Paulo,Oriol Paulo,1h 46min,2017-08-11,Spain,xxx,490,"Adrián Doria, a wealthy businessman named Man of the Year due to his high-tech company and his trade agreements with the Asian market, meets Virginia Goodman, a veteran lawyer expert in witness preparation and judicial declaration, recommended by Adrián's lawyer Felix Leiva in order to create a credible defense. Arrested by the police in a mountain hotel room with the corpse of his lover at his side, photographer Laura Vidal, Adrián talks Virginia about the crime and his relationship with Laura, revealing that both suffered a car crash where a man called Daniel Garrido died, and how Laura manipulated Adrián to avoid the jail by Daniel's death. At the same time that Félix is looking for a clue that it could change the course of the events, Virginia and Adrián keep talking about the case but her, unconvinced of the Adrián's testimony, forces him to clear the dark points of his history, in a puzzle where the truth and the lie are easily exchangeable.",4879224.0,xxx,31191910,31191910,106 min,xxx,xxx,xxx
Sarmasik,8.1,xxx,10230,Drama; Fantasy;,Tolga Karaçelik,Tolga Karaçelik,1h 44min,2015-12-4,Germany,See more,11,"When the crew of a bankrupt cargo ship gets stuck on board for months, isolation breeds pressures that sink the men into a sea of madness and terror.",xxx,xxx,78862,78862,104 min,xxx,xxx,xxx
Mademoiselle,8.1,84,120643,Drama; Romance;,Chan-wook Park,Sarah Waters,2h 25min,2016-11-1,Korea,Nagoya; Aichi; Japan,272,"1930s Korea, in the period of Japanese occupation, a new girl (Sookee) is hired as a handmaiden to a Japanese heiress (Hideko) who lives a secluded life on a large countryside estate with her domineering Uncle (Kouzuki). But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",8874732.0,9212,2006788,37767206,145 min,"Dolby Digital
| Dolby Atmos
| Dolby Surround 7.1",Color,2.35 : 1
Mommy,8.1,74,52210,Drama,Xavier Dolan,Xavier Dolan,2h 19min,2014-10-8,Canada,Chambly; Québec; Canada,82,"Forty-six year old Diane Després - ""Die"" - has been widowed for three years. Considered white trash by many, Die does whatever she needs, including strutting her body in front of male employers who will look, to make an honest living. That bread-winning ability is affected when she makes the decision to remove her only offspring, fifteen year old Steve Després, from her previously imposed institutionalization, one step below juvenile detention. She institutionalized him shortly following her husband's death due to Steve's attention deficit hyperactivity disorder (ADHD) and his violent outbursts. He was just kicked out of the latest in a long line of facilities for setting fire to the cafeteria, in turn injuring another boy. She made this decision to deinstitutionalize him as she didn't like the alternative, sending him into more restrictive juvenile detention from which he would probably never be rehabilitated. However, with this deinstitutionalization, she has to take care of him ...",xxx,47388,3494070,13156856,139 min,or,Ratio: 1:1,xxx
Haider,8.1,xxx,51156,Action; Crime;,Vishal Bhardwaj,William Shakespeare,2h 40min,2014-10-2,India,Kashmir,259,"Vishal Bhardwaj's adaptation of William Shakespeare's 'Hamlet', Haider - a young man returns home to Kashmir on receiving news of his father's disappearance. Not only does he learn that security forces have detained his father for harboring militants, but that his mother is in a relationship with his very own uncle. Intense drama follows between mother and son as both struggle to come to terms with news of his father's death. Soon Haider learns that his uncle is responsible for the gruesome murder, what follows is his journey to avenge his father's death.",5076255.25,50808,1048143,1404307,160 min,or,Ratio: 2.35 : 1,xxx
Ugramm,8.1,xxx,5334,Action; Crime;,Prashanth Neel,Prashanth Neel,2h 12min,2014-02-21,India,Inkfinite Pictures,37,A man with a dangerous past must protect a girl from those who are hell bent on killing her.,xxx,xxx,xxx,xxx,132 min,xxx,xxx,xxx
Logan,8.1,77,666058,Action; Drama;,James Mangold,James Mangold,2h 17min,2017-03-1,USA,Just outside Northern Meadows community; Rio Rancho; New Mexico; USA,1646,"In 2029 the mutant population has shrunken significantly due to genetically modified plants designed to reduce mutant powers and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because they made her, with Logan's DNA. A decrepit Logan is forced to ask himself if he can or even wants to put his remaining powers to good use. It would appear that in the near-future, the times in which they were able put the world to rights with razor sharp claws and telepathic powers are now over.",97000000.0,8841191,226277068,619179950,137 min,"DTS
(DTS: X)| Dolby Atmos
| Dolby Digital
| Dolby Surround 7.1
| SDDS",Color,2.39 : 1
Room,8.1,86,381846,Drama; Thriller,Lenny Abrahamson,Emma Donoghue,1h 58min,2016-03-9,USA,Toronto; Ontario; Canada,739,"ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named Room. Ma has created a whole universe for Jack within Room, and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world.",13000000.0,11829,14677654,35401758,118 min,"Dolby Digital
| Datasat
| Dolby Atmos",Color,2.35 : 1
Les Nouveaux Sauvages,8.1,77,181963,Comedy; Drama;,Damián Szifron,Germán Servidio,2h 2min,2015-01-14,UK,Buenos Aires; Federal District; Argentina,255,"The film is divided into six segments. (1) ""Pasternak"": While being on a plane, a model and a music critic realise they have a common acquaintance called Pasternak. Soon they discover that every passenger and crew member on board know Pasternak. Is this coincidence? (2) ""The Rats"": A waitress recognizes her client - it's the loan shark who caused a tragedy in her family. The cook suggests mixing rat poison with his food, but the waitress refuses. The stubborn cook, however, decides to proceed with her plan. (3) ""The Strongest"": Two drivers on a lone highway have an argument with tragic consequences. (4) ""Little Bomb"": A demolition engineer has his car towed by a truck for parking in a wrong place and he has an argument with the employee of the towing company. This event destroys his private and professional life, and he plots revenge against the corrupt towing company and the city hall. (5) ""The Proposal"": A reckless son of a wealthy family has an overnight hit-and-run accident, in ...",3300000.0,8510,3106530,30642704,122 min,Dolby Surround 7.1,Color,2.35 : 1
Soul,8.1,83,242243,Animation; Adve,Pete Docter,Pete Docter,1h 40min,2020-12-25,USA,New York City; New York; USA,1682,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz -- and he's good. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.",xxx,xxx,117782175,117782175,100 min,xxx,xxx,xxx
Winter Sleep,8.1,88,47980,Drama,Nuri Bilge Ceylan,Ebru Ceylan,3h 16min,2014-08-6,Germany,Cappadoccia; Turkey,124,"Aydin, a former actor, runs a small hotel in central Anatolia with his young wife Nihal with whom he has a stormy relationship and his sister Necla who is suffering from her recent divorce. In winter as the snow begins to fall, the hotel turns into a shelter but also an inescapable place that fuels their animosities...",xxx,xxx,4018705,4018705,196 min,xxx,xxx,xxx
1 - Nenokkadine,8.1,xxx,43573,Action; Thrille,Sukumar,Hari Prasad Jakka,2h 50min,2014-01-10,India,Hyderabad; Telangana; India,341,Gautham (Mahesh Babu) is in search of the identity of his parents who were killed. He faces a psychological disorder which makes the search even more difficult. taking support of sameera(Kriti ) and figuring out ways to get to know what happened in the past makes the story.,10990000.0,xxx,xxx,xxx,170 min,xxx,xxx,xxx
P.K.,8.1,xxx,167065,Comedy; Drama;,Rajkumar Hirani,Rajkumar Hirani,2h 33min,2018-09-6,India,Rajasthan; India,629,"P. K. is a comedy of ideas about a stranger in the city, who asks questions that no one has asked before. They are innocent, child-like questions, but they bring about catastrophic answers. People who are set in their ways for generations, are forced to reappraise their world when they see it from PK's innocent eyes. In the process PK makes loyal friends and powerful foes. Mends broken lives and angers the establishment. P. K.'s childlike curiosity transforms into a spiritual odyssey for him and millions of others. The film is an ambitious and uniquely original exploration of complex philosophies. It is also a simple and humane tale of love, laughter and letting-go. Finally, it is a moving saga about a friendship between strangers from worlds apart.",xxx,356525,10616104,100370104,153 min,or,Ratio: 2.35 : 1,xxx
OMG: Oh My God!,8.1,xxx,53031,Comedy; Drama;,Umesh Shukla,Alok Jha,2h 5min,2012-09-28,India,See more,140,"Oh my God is a story about a person (Kanji Lalji Mehta) who loses his shop in an earthquake. The shop is located an area in Mumbai, known as chor bazaar. Kanji is a person, who even does not fear God and even puts God on ill usage, for his benefit. After disaster, Kanji lodges complaint against God as he does not get benefit of insurance due to act of God. The notice is sent to all bigger baba's. He first goes through a lot of resistance, but eventually people turn out in his favor. People from other religions also join him. Thus notice is sent to every religious head. Later its shown how Kanji wins and people who have lodged complaint against disaster caused get benefited. Its also shown how dongis are bought into vision of normal people.",xxx,xxx,12140087,12140087,125 min,xxx,xxx,xxx
The Grand Budapest hotel,8.1,88,726754,Adventure; Come,Wes Anderson,Stefan Zweig,1h 39min,2014-02-26,USA,Görlitz; Saxony; Germany,937,"This movie recounts the adventures of M. Gustave (Ralph Fiennes), a legendary concierge at a famous European hotel between the wars, and Zero Moustafa (Tony Revolori), the lobby boy who becomes his most trusted friend. The story involves the theft and recovery of a priceless Renaissance painting and the battle for an enormous family fortune - all against the backdrop of a suddenly and dramatically changing continent.",25000000.0,81116,59301324,172945750,99 min,"SDDS
| Datasat
| Dolby Digital
| Dolby Surround 7.1","Color
|  Black and White",1.37 : 1
Gone Girl,8.1,79,882657,Drama; Mystery;,David Fincher,Gillian Flynn,2h 29min,2014-10-8,USA,Cape Girardeau; Missouri; USA,1581,"On the occasion of his fifth wedding anniversary, Nick Dunne reports that his wife, Amy, has gone missing. Under pressure from the police and a growing media frenzy, Nick's portrait of a blissful union begins to crumble. Soon his lies, deceits and strange behavior have everyone asking the same dark question: Did Nick Dunne kill his wife?",61000000.0,3751310,167767189,369330363,149 min,"Dolby Digital
| Dolby Atmos
| Datasat
| Dolby Surround 7.1",Color,2.39 : 1
Vishwaroopam,8.1,xxx,39020,Action; Thrille,Kamal Haasan,H. Banerjee,2h 28min,2013-01-25,USA,Mumbai; Maharashtra; India,242,"Vishwanathan, a Kathak dance teacher in New York, is in a rather happy marriage with Nirupama who is a nuclear oncologist. She hires a detective to keep a watch on her husband, who apparently ends up in a wrong place that reveals Vishwanathan's true identity.",13033628.35,xxx,791040,791040,148 min,io: 2.35 : 1,xxx,xxx
"Les enfants loups, Ame & Yuki",8.1,71,40058,Animation; Dram,Mamoru Hosoda,Mamoru Hosoda,1h 57min,2012-08-29,Japan,xxx,111,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",xxx,xxx,55060661,55060661,117 min,xxx,xxx,xxx
Tu ne tueras point,8.1,71,450906,Biography; Dram,Mel Gibson,Robert Schenkkan,2h 19min,2016-11-9,USA,Sydney; New South Wales; Australia,979,"The true story of Desmond T. Doss, the conscientious objector who, at the Battle of Okinawa, was awarded the Medal of Honor for his incredible bravery and regard for his fellow soldiers. We see his upbringing and how this shaped his views, especially his religious view and anti-killing stance. We see Doss's trials and tribulations after enlisting in the US Army and trying to become a medic. Finally, we see the hell on Earth that was Hacksaw Ridge.",40000000.0,1519075,67209615,180563636,139 min,"Dolby Atmos
| DTS
(DTS: X)",Color,2.35 : 1
Vice-versa,8.1,94,633387,Animation; Adve,Pete Docter,Pete Docter,1h 35min,2015-06-17,USA,Pixar Animation Studios - 1200 Park Avenue; Emeryville; California; USA,1113,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",175000000.0,9044027,356921711,858071350,95 min,"Dolby Digital
| Datasat
| Dolby Atmos
| SDDS
| Dolby Surround 7.1
| Auro 11.1","Color
| Color
(Rec. 2020) (some scenes)",1.85 : 1
Barfi!,8.1,xxx,77006,Comedy; Drama;,Anurag Basu,Anurag Basu,2h 31min,2012-09-14,India,Darjeeling; Gorkhaland Territorial Authority; India,252,"Set in the 1970s in a pretty corner of India, Barfi. is the story of three young people who learn that love can neither be defined nor contained by society's norms of normal and abnormal. Barfi, a hearing and speech impaired boy falls in love with Shruti. In spite of her deep affection for Barfii, Shruti gives into societal and parental pressure to marry a 'normal' man and lead a 'normal' life. Many years later their paths cross once again when Barfi, now in love with Jhilmil, is on the run from the police. Barfi is desperately seeking Jhilmil, who has gone missing. Shruti's realization that Jhilmil is autistic makes her recognize that true love is really blind. Caught in a cat and mouse game, in the search for the girl Barfi loves, Shruti realizes that she is still in love with him.",4115882.64,106171,2804874,4490134,151 min,Dolby Digital,Color,2.35 : 1
Do-ga-ni,8.1,xxx,12153,Drama,Dong-hyuk Hwang,Ji-young Gong,2h 5min,2011-09-22,Korea,South Korea,52,"Gang In-ho, who is working to earn money for his daughter's surgery, is appointed to a school for hearing-impaired children in Gwangju. But what he discovers there is an ugly truth: the children are being physically and sexually abused by their teachers. When he decides to fight for the children's rights and expose the crimes being committed at the school, In-ho teams up with human rights activist Seo Yu-jin. But he and Yu-jin soon realize the school's principal and teachers, and even the police, prosecutors and churches in the community are actually trying to cover up the truth.",xxx,xxx,30996130,30996130,125 min,xxx,xxx,xxx
12 Years a Slave,8.1,96,652617,Biography; Dram,Steve McQueen,John Ridley,2h 14min,2014-01-22,UK,New Orleans; Louisiana; USA,906,"Based on an incredible true story of one man's fight for survival and freedom. In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty personified by a malevolent slave owner, as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life.",20000000.0,92371,56671993,187733202,134 min,"DTS
(Digital DTS Sound)| Dolby Digital
| SDDS
| Dolby Surround 7.1
| DTS
(5.1 surround)",Color,2.35 : 1
Rush,8.1,74,442556,Action; Biograp,Ron Howard,Peter Morgan,2h 3min,2013-09-25,USA,Evolution Printing; Stanhope Road; Camberley; UK,609,"Set against the sexy, glamorous golden age of Formula 1 racing in the 1970s, the film is based on the true story of a great sporting rivalry between handsome English playboy James Hunt (Hemsworth), and his methodical, brilliant opponent, Austrian driver Niki Lauda (Bruhl). The story follows their distinctly different personal styles on and off the track, their loves and the astonishing 1976 season in which both drivers were willing to risk everything to become world champion in a sport with no margin for error: if you make a mistake, you die.",38000000.0,18728,26947624,96983009,123 min,"Dolby Digital
| Datasat
| SDDS",Color,2.35 : 1
Le Mans '66,8.1,81,313689,Action; Biograp,James Mangold,Jez Butterworth,2h 32min,2019-11-13,USA,Los Angeles; California; USA,1480,"As Enzo Ferrari's fast Rosso-Corsa racing cars dominate the mid-1960s motorsport world, the American car designer, Carroll Shelby, is forced to retire after winning the demanding 1959 '24 Hours of Le Mans' endurance race. But, before long, an unexpected proposition by the Vice President of Henry Ford's motor company, Lee Iacocca, will offer an opportunity to beat the Italians at their own game. Now, under those pressing circumstances, the British sports car driver and racing engineer, Ken Miles, reluctantly agrees to lend a hand and improve the firm's image, as Ford's race team has less than ninety days to rewrite history. As a result, the non-conformist duo comes up with the mighty Ford GT40 Mk I high-performance racing car. Can Shelby and Miles break Ferrari's streak?",97600000.0,3147495,117624357,225508210,152 min,"Dolby Atmos
| Dolby Digital",Color,2.39 : 1
Spotlight,8.1,93,430940,Biography; Crim,Tom McCarthy,Josh Singer,2h 9min,2016-01-27,USA,Toronto; Ontario; Canada,647,"When the Boston Globe's tenacious ""Spotlight"" team of reporters delves into allegations of abuse in the Catholic Church, their year-long investigation uncovers a decades-long cover-up at the highest levels of Boston's religious, legal, and government establishment, touching off a wave of revelations around the world.",20000000.0,29500,45055776,98690254,129 min,Dolby Digital,Color,1.85 : 1
Le chant de la mer,8.1,85,53563,Animation; Adve,Tomm Moore,Will Collins,1h 33min,2014-12-10,France,Cartoon Saloon; The Maltings; Tilbury Place; James' Street; Kilkenny; Kilkenny County; Ireland,146,"Saoirse is a child who is the last of the selkies, women in Irish and Scottish legends who transform from seals into people. She escapes from her grandmother's home to journey to the sea and free fairy creatures trapped in the modern world.",6464971.8,2191,857522,4190884,93 min,Dolby Digital,Color,1.66 : 1
Kahaani,8.1,xxx,58754,Mystery; Thrill,Sujoy Ghosh,Sujoy Ghosh,2h 2min,2019-10-31,India,xxx,202,"Kolkata is abuzz with the preparations for the annual Durga Puja festival, as seven months pregnant Vidya Bagchi steps off the airplane from London. Her first stop is the local police station to file a missing person report. Weeks ago, her husband Arnab arrived in India for a job assignment. The first two weeks, they talked daily on the phone, and then without explanation, his calls stopped. Everywhere Vidya turns, no one can remember Arnab. There is no trace of him at the guest house or his workplace. But Vidya will not give up her search. Somewhere in Kolkata she will discover the dangerous truth.",xxx,xxx,459234,459234,122 min,xxx,xxx,xxx
Aadukalam,8.1,xxx,5239,Action; Drama;,Vetrimaaran,Meghana Karthik,2h 40min,2011-01-14,India,xxx,15,"Rearing roosters, maintaining them and using them for fights are a way of life and a matter of honor and lifeline to many people. In such a tenement, Pettaikaaran (Jayabalan) leads a very respectable life with his key aides Durai (Kishore) and Karuppu (Dhanush) along with others. His main adversary in hen fights is Rathinam, the police inspector. Pettaikaarar is known to have an impeccable track record of successes when it comes to fowl fights especially with Rathinam's. In an unexpected situation, Pettaikaaran challenges Rathinam to a fowl contest which witnesses Karuppu violating his mentor Pettaikaarar's word but emerging successfully with enviable proceeds. This results in the swelling of his status among his folks which plants the seeds of animosity in the minds of Pettaikaaran. What follows is an interesting and unexpected path with twists and turns highlighting on the way the multiple layers of human emotions with sense playing truant.",2743921.76,xxx,4997,4997,160 min,xxx,xxx,xxx
Who Killed Captain Alex?,8.1,xxx,7762,Action; Comedy;,Nabwana I.G.G.,Nabwana I.G.G.,1h 4min,2010-January-01,Uganda,Kampala; Uganda,176,"A mafia leader's brother is captured in a shootout, prompting a revenge attack on the army camp. But when troop leader Captain Alex is killed during a raid, a violent war escalates between the two sides. The captain's brother takes matters into his own hands, while mafia henchmen take to the skies to bomb Kampala. Narrated with energy and wit by 'Video Joker' Emmie, ultra-low budget thriller Who Killed Captain Alex became an international viral sensation when its trailer first hit YouTube. Self-taught film-maker Nabwana Isaac Godfrey Geoffrey produced, directed, shot, wrote and edited the film from his home in the slums of Uganda (a.k.a 'Wakaliwood') for under $200.",200.0,xxx,xxx,xxx,64 min,xxx,xxx,xxx
Ship of Theseus,8.1,xxx,6863,Drama,Anand Gandhi,Anand Gandhi,2h 20min,2013-07-19,Netherlands,Himachal Pradesh; India,78,"If the parts of a ship are replaced, bit-by-bit, is it still the same ship? A celebrated experimental photographer struggles with the loss of her intuitive genius as an unexpected aftermath of a physical change; an intellectual monk confronting a complex ethical dilemma with a long held ideology, has to choose between principle and death; and a young stockbroker, following the trail of a stolen kidney, learns how intricate morality could be. These disparate characters manifest philosophical dilemmas in their personal lives, but their narratives converge to reveal an even larger fabric of connections, meaning, beauty, existence and death in a delicately poetic finale.",164635.31,xxx,xxx,xxx,140 min,xxx,xxx,xxx
Vedam,8.1,xxx,7238,Action; Drama,Radha Krishna Jagarlamudi,Radha Krishna Jagarlamudi,2h 15min,2010-06-4,India,IMDbPro,26,Cable Raju is a slum dweller who works as a cable operator; Saroja is a prostitute; Ramulu is a debt-ridden weaver from Sircilla; Vivek Chakravarthy is an upcoming rock star; Raheemuddin Qureshi is a Muslim from Old Basti in Hyderabad. The stories of these five characters are interwoven into one.,xxx,xxx,xxx,xxx,135 min,xxx,xxx,xxx
